,0
1P4H2CBXLAH,Arginine and proline metabolism
23DHMPO,"Valine, leucine, and isoleucine metabolism"
26DAPt2r,"Transport, extracellular"
2AHBUTI,"Valine, leucine, and isoleucine metabolism"
2DHPL,CoA synthesis
2HBO,Propanoate metabolism
2MBCOATA,Glycerophospholipid metabolism
2MEBCOADH,"Valine, leucine, and isoleucine metabolism"
2MECOAOX,"Valine, leucine, and isoleucine metabolism"
34DHOXPEGOX,Tyrosine metabolism
3HAD100,Fatty acid synthesis
3HAD10M12,Fatty acid synthesis
3HAD11M12,Fatty acid synthesis
3HAD120,Fatty acid synthesis
3HAD12M14,Fatty acid synthesis
3HAD13M14,Fatty acid synthesis
3HAD140,Fatty acid synthesis
3HAD14M16,Fatty acid synthesis
3HAD15M16,Fatty acid synthesis
3HAD160,Fatty acid synthesis
3HAD180,Fatty acid synthesis
3HAD40,Fatty acid synthesis
3HAD4M6,Fatty acid synthesis
3HAD5M6,Fatty acid synthesis
3HAD60,Fatty acid synthesis
3HAD6M8,Fatty acid synthesis
3HAD7M8,Fatty acid synthesis
3HAD80,Fatty acid synthesis
3HAD8M10,Fatty acid synthesis
3HAD9M10,Fatty acid synthesis
3HBCOAE,Butanoate metabolism
3HBCOAHL,"Valine, leucine, and isoleucine metabolism"
3HPCOAHYD,beta-Alanine metabolism
3MEBCOADH,"Valine, leucine, and isoleucine metabolism"
3MOBDC2,"Valine, leucine, and isoleucine metabolism"
3MOBS,"Valine, leucine, and isoleucine metabolism"
3MOPDC2,"Valine, leucine, and isoleucine metabolism"
3MOPt2r,"Transport, extracellular"
3OAR100,Fatty acid synthesis
3OAR10M11,Fatty acid synthesis
3OAR10M12,Fatty acid synthesis
3OAR11M12,Fatty acid synthesis
3OAR120,Fatty acid synthesis
3OAR12M13,Fatty acid synthesis
3OAR12M14,Fatty acid synthesis
3OAR13M14,Fatty acid synthesis
3OAR140,Fatty acid synthesis
3OAR14M15,Fatty acid synthesis
3OAR14M16,Fatty acid synthesis
3OAR15M16,Fatty acid synthesis
3OAR160,Fatty acid synthesis
3OAR180,Fatty acid synthesis
3OAR40,Fatty acid synthesis
3OAR4M5,Fatty acid synthesis
3OAR4M6,Fatty acid synthesis
3OAR5M6,Fatty acid synthesis
3OAR60,Fatty acid synthesis
3OAR6M7,Fatty acid synthesis
3OAR6M8,Fatty acid synthesis
3OAR7M8,Fatty acid synthesis
3OAR80,Fatty acid synthesis
3OAR8M10,Fatty acid synthesis
3OAR8M9,Fatty acid synthesis
3OAR9M10,Fatty acid synthesis
3OAS100,Fatty acid synthesis
3OAS10M11,Fatty acid synthesis
3OAS10M12,Fatty acid synthesis
3OAS11M12,Fatty acid synthesis
3OAS120,Fatty acid synthesis
3OAS12M13,Fatty acid synthesis
3OAS12M14,Fatty acid synthesis
3OAS13M14,Fatty acid synthesis
3OAS140,Fatty acid synthesis
3OAS160,Fatty acid synthesis
3OAS180,Fatty acid synthesis
3OAS2M3,Fatty acid synthesis
3OAS3M4,Fatty acid synthesis
3OAS4M3O6,Fatty acid synthesis
3OAS4M5,Fatty acid synthesis
3OAS4M6,Fatty acid synthesis
3OAS5M6,Fatty acid synthesis
3OAS60,Fatty acid synthesis
3OAS6M7,Fatty acid synthesis
3OAS6M8,Fatty acid synthesis
3OAS7M8,Fatty acid synthesis
3OAS80,Fatty acid synthesis
3OAS8M10,Fatty acid synthesis
3OAS8M9,Fatty acid synthesis
3OAS9M10,Fatty acid synthesis
4ABZt2,"Transport, extracellular"
4C2HM6SADH,Tyrosine metabolism
4HTHRS,Vitamin B6 metabolism
4MOPDC2,"Valine, leucine, and isoleucine metabolism"
5C2O3EDDC,Tyrosine metabolism
5CM2HMUDI,Tyrosine metabolism
5MTHCYST,Methionine and cysteine metabolism
6PHBG,Glycolysis/gluconeogenesis
AACGLYDH,Pyruvate metabolism
AACOAT,Propanoate metabolism
AACPS7,Fatty acid synthesis
ABTAr,Glutamate metabolism
ABTOXy,Pentose and glucuronate interconversions
ABUTD,beta-Alanine metabolism
ABUTR,beta-Alanine metabolism
ACACT1r,Tryptophan metabolism
ACACT2r,Fatty acid oxidation
ACACT3r,Fatty acid oxidation
ACACT4r,Fatty acid oxidation
ACACT5r,Fatty acid oxidation
ACACT6r,Fatty acid oxidation
ACACT7r,Fatty acid oxidation
ACACt2,"Transport, extracellular"
ACALDt,"Transport, extracellular"
ACBIPGT,Vitamin B12 metabolism
ACCOACL,Pyruvate metabolism
ACCOAL,Propanoate metabolism
ACCOALYS2,Lysine metabolism
ACGAMT,Cell wall biosynthesis
ACGK,Arginine and proline metabolism
ACGS,Urea cycle
ACHBPL,"Valine, leucine, and isoleucine metabolism"
ACKr,Pyruvate metabolism
ACLS_a,"Valine, leucine, and isoleucine metabolism"
ACLS_b,"Valine, leucine, and isoleucine metabolism"
ACOAAGPAT140,Glycerophospholipid metabolism
ACOAAGPAT160,Glycerophospholipid metabolism
ACOAAGPAT180,Glycerophospholipid metabolism
ACOAAGPATAI15,Glycerophospholipid metabolism
ACOAAGPATAI17,Glycerophospholipid metabolism
ACOAAGPATI14,Glycerophospholipid metabolism
ACOAAGPATI15,Glycerophospholipid metabolism
ACOAAGPATI16,Glycerophospholipid metabolism
ACOAAGPATI17,Glycerophospholipid metabolism
ACOAD1f,Butanoate metabolism
ACOAD8,"Valine, leucine, and isoleucine metabolism"
ACOATA,Fatty acid oxidation
ACOCT,Arginine and proline metabolism
ACODAr,Urea cycle
ACONMT,Arginine and proline metabolism
ACONT,Citric acid cycle
ACONTa,Citric acid cycle
ACONTb,Citric acid cycle
ACOTA,Arginine and proline metabolism
ACPS1,CoA synthesis
ACS,Glycolysis/gluconeogenesis
ACtr,"Transport, extracellular"
ADA,Purine catabolism
ADAD,Nucleotide interconversion
ADCL,Folate metabolism
ADCS,Folate metabolism
ADK1,Nucleotide interconversion
ADK10,Nucleotide interconversion
ADK11,Nucleotide interconversion
ADK2,Nucleotide interconversion
ADK3,Nucleotide interconversion
ADK5,Nucleotide interconversion
ADK7,Nucleotide interconversion
ADK8,Nucleotide interconversion
ADK9,Nucleotide interconversion
ADMDCr,Arginine and proline metabolism
ADNCYC,Nucleotide interconversion
ADNK1,Nucleotide interconversion
ADNUC,Purine catabolism
ADOCBIK,Vitamin B12 metabolism
ADOCBLS,Vitamin B12 metabolism
ADPRDP,Nucleotide interconversion
ADPT,Nucleotide salvage pathway
ADSL1r,Purine synthesis
ADSL2r,Purine synthesis
ADSS,Nucleotide interconversion
AGDC,Aminosugar metabolism
AGMHE,Lipopolysaccharide biosynthesis
AGPAT120,Glycerophospholipid metabolism
AGPAT140,Glycerophospholipid metabolism
AGPAT141,Glycerophospholipid metabolism
AGPAT160,Glycerophospholipid metabolism
AGPAT161,Glycerophospholipid metabolism
AGPAT180,Glycerophospholipid metabolism
AGPAT181,Glycerophospholipid metabolism
AGPR,Urea cycle
AHC,Methionine and cysteine metabolism
AHCYSNS,Glycerophospholipid metabolism
AHMMPS,Thiamine metabolism
AHSERL2,Methionine and cysteine metabolism
AHSERL3,Methionine and cysteine metabolism
AICART,Purine synthesis
AIHPDCOATA,Glycerophospholipid metabolism
AIPDCOATA,Glycerophospholipid metabolism
AIRC4,Purine synthesis
AKGS,Pyruvate metabolism
ALAALA,Alanine and aspartate metabolism
ALAASP1c,Peptide metabolism
ALAASPabc,"Transport, extracellular"
ALACI,"Valine, leucine, and isoleucine metabolism"
ALAD_R,Alanine and aspartate metabolism
ALAGLN1c,Peptide metabolism
ALAGLNabc,"Transport, extracellular"
ALAGLU1c,Peptide metabolism
ALAGLUabc,"Transport, extracellular"
ALAGLY1c,Peptide metabolism
ALAGLYabc,"Transport, extracellular"
ALAHIS1c,Peptide metabolism
ALAHISabc,"Transport, extracellular"
ALALEU1c,Peptide metabolism
ALALEUabc,"Transport, extracellular"
ALAR,Alanine and aspartate metabolism
ALATA_L,Glutamate metabolism
ALATHR1c,Peptide metabolism
ALATHRabc,"Transport, extracellular"
ALAt4r,"Transport, extracellular"
ALCD19,Pyruvate metabolism
ALCD2x,Glycolysis/gluconeogenesis
ALDD2x,Glycolysis/gluconeogenesis
ALPHNH,Arginine and proline metabolism
AMALT1,Starch and sucrose metabolism
AMALT2,Starch and sucrose metabolism
AMALT3,Starch and sucrose metabolism
AMALT4,Starch and sucrose metabolism
AMMQLT8,Ubiquinone and other terpenoid-quinone biosynthesis
AMPMS2,Thiamine metabolism
AMPSO3OX,Sulfur metabolism
AMPTASECG,Glutathione metabolism
AMPTASEGC,Peptide metabolism
ANPRT,Tryptophan metabolism
ANS,Tryptophan metabolism
ANS2,Tryptophan metabolism
APRAUR,Vitamin B2 metabolism
APSRmq,Sulfur metabolism
ARABDt2,"Transport, extracellular"
ARABI,Pentose phosphate pathway
ARAI,Pentose and glucuronate interconversions
ARB_Dabc,"Transport, extracellular"
ARGSL,Alanine and aspartate metabolism
ARGSSr,Alanine and aspartate metabolism
ASAD,"Glycine, serine, alanine, and threonine metabolism"
ASNS1,Alanine and aspartate metabolism
ASNt2r,"Transport, extracellular"
ASP1DC,beta-Alanine metabolism
