,maximum,minimum
EX_26dap_M(e),-0.9999714089028948,-1.0
EX_4abz(e),0.0,-1.317435225003597e-22
EX_4hbz(e),-2.5687355667629944e-34,-2.5687355667629944e-34
EX_Lcyst(e),0.0,0.0
EX_ac(e),5.956471755350544,5.95353807157859
EX_acald(e),0.17885765677779317,0.17870797920991502
EX_acgam(e),-0.9999900795622166,-1.0
EX_ala_D(e),0.07983299329182036,-0.16284738703238044
EX_ala_L(e),-0.009237842215376001,-0.2519170024421645
EX_alaasp(e),2.2741669748194303e-23,0.0
EX_alagln(e),0.0,0.0
EX_alaglu(e),0.0,0.0
EX_alagly(e),2.2741669748194303e-23,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),2.666152750367624e-23,0.0
EX_alltn(e),0.0,0.0
EX_arab_L(e),0.0,-6.232998616217173e-23
EX_arbt(e),6.1863796871571946e-24,0.0
EX_arg_L(e),-0.1499900831398503,-0.15
EX_asn_L(e),-0.22497931534278887,-0.225
EX_asp_L(e),-0.22497932022149114,-0.225
EX_biomass(e),0.0,0.0
EX_btn(e),0.0,0.0
EX_butso3(e),0.0,0.0
EX_ca2(e),3.5994013930150534e-29,-1.9800848737800407e-06
EX_cd2(e),2.413032229966315e-30,0.0
EX_cgly(e),-0.9997193386414349,-1.0
EX_chol(e),-9.326457363011889e-51,-4.8211806948862184e-24
EX_chtbs(e),1.0588214368568296e-23,0.0
EX_cit(e),4.2336572840500473e-23,-7.3933703477194456e-06
EX_cl(e),0.0,0.0
EX_co2(e),3.737195026224473e-05,0.0
EX_cobalt2(e),-0.0007233733472512848,-0.0007237423017675128
EX_csn(e),0.0,0.0
EX_cu2(e),0.0,0.0
EX_cys_L(e),0.9952716249941232,0.9949745201156756
EX_dcyt(e),-0.03730762528943333,-0.037317750533059316
EX_dextrin(e),1.0588214368568296e-23,0.0
EX_drib(e),-0.17870797920991502,-0.17878295
EX_ethso3(e),0.0,0.0
EX_fe2(e),2.0656242457964163e-46,-2.805498033894501e-06
EX_fe3(e),0.0,-3.6966851738597228e-06
EX_fol(e),-0.0021699989368882955,-0.0021699989368882955
EX_for(e),5.203578906541359,5.202599693746573
EX_fru(e),-0.14897498936318898,-0.14898579
EX_galt(e),0.0,0.0
EX_gam(e),-0.9999891984951315,-1.0
EX_gcald(e),0.0,0.0
EX_glc_D(e),-0.14897498916378224,-0.14898579
EX_gln_L(e),-0.17983696046716735,-0.18
EX_glu_L(e),-0.17983726344160678,-0.18
EX_gly(e),-0.4499501103622831,-0.45
EX_glyasn(e),2.648148867222876e-23,0.0
EX_glyasp(e),2.4921039552367137e-23,0.0
EX_glyb(e),0.0,0.0
EX_glyc(e),-1.7996174459388659,-1.79965486
EX_glycys(e),1.2823842318977103e-24,0.0
EX_glygln(e),2.649596657119146e-23,0.0
EX_glyglu(e),2.4921039552367137e-23,0.0
EX_glyleu(e),3.198713367283179e-23,0.0
EX_glymet(e),2.626350394442573e-23,0.0
EX_glyphe(e),2.6459194676751166e-23,0.0
EX_glypro(e),0.0,0.0
EX_glytyr(e),2.64306814797505e-23,0.0
EX_gthrd(e),-0.0007233329789627652,-0.0007233329789627652
EX_gua(e),-0.03239058765728122,-0.032466104872367806
EX_h(e),12.133343242421475,12.132501697191332
EX_h2o(e),-1.3821188098747188,-1.3840768922042312
EX_h2s(e),-0.000575697822653459,-0.0005999988118519026
EX_hexs(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.04059708869360723,-0.040665393057915895
EX_hxan(e),-0.02253987412477432,-0.0226542984979178
EX_ile_L(e),0.040128339911353283,0.039924991626320856
EX_inost(e),4.227082801940339e-24,0.0
EX_isetac(e),0.0,0.0
EX_k(e),-8.501810600340282e-07,-1.2161779914241242e-06
EX_lac_D(e),7.47497257579642e-05,0.0
EX_lac_L(e),7.474341631646417e-05,0.0
EX_lcts(e),-0.07448631942501341,-0.07449289
EX_leu_L(e),-0.13858568008412597,-0.13864135510891373
EX_lys_L(e),0.9791638209222419,0.97908039698326
EX_malt(e),-0.07448632016472802,-0.07449289
EX_malthx(e),2.2024107141144956e-23,0.0
EX_malttr(e),2.442665126842344e-23,0.0
EX_man(e),-0.14897498935479794,-0.14898579
EX_mantr(e),1.0588214368568296e-23,0.0
EX_met_D(e),0.0,0.0
EX_met_L(e),4.5882400634651345e-36,-5.114933159564646e-05
EX_metala(e),0.0,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),-0.040293284441482155,-0.040365289801792936
EX_mg2(e),-0.0019496115069373352,-0.0019536265899899614
EX_mn2(e),-1.1305391984968314e-07,-2.987520897292822e-06
EX_mnl(e),0.0,0.0
EX_mops(e),0.0,0.0
EX_mqn7(e),-0.0014466659579255303,-0.0014466659579255303
EX_mso3(e),0.0,0.0
EX_na1(e),2.226213282612397e-27,-1.7716761628965697e-09
EX_nac(e),-0.0007234144808889219,-0.0007239934024716296
EX_nh4(e),4.569737462710658,4.569116758252338
EX_no2(e),1.0,0.9999845768530828
EX_no3(e),-0.9999845768530828,-1.0
EX_o2(e),1.1149264139265707e-23,0.0
EX_ocdca(e),-0.01989872322944104,-0.01989872322944104
EX_pb(e),0.0,0.0
EX_phe_L(e),0.9421355829151667,0.9420605575503631
EX_pheme(e),-0.0007233329789627652,-0.0007233329789627652
EX_pi(e),-0.17990875392963598,-0.1799801646097846
EX_ppa(e),0.00012143010652801396,0.0
EX_ppi(e),3.034178652147282e-05,0.0
EX_pro_L(e),0.21297019212377483,0.2125850493764032
EX_pydam(e),0.0,0.0
EX_pydx(e),-0.0007169673351466063,-0.0007248013801196279
EX_pydxn(e),0.0,-3.196041868418277e-23
EX_raffin(e),-0.0046983392186904175,-0.00470194
EX_rib_D(e),-0.17876032365154312,-0.17878295
EX_salcn(e),-6.183475965440003e-57,-6.183475965440003e-57
EX_sbt_D(e),0.0,0.0
EX_ser_D(e),0.0,0.0
EX_ser_L(e),-0.9999696185651026,-1.0
