,maximum,minimum
EX_4hbz(e),0.0,0.0
EX_Lcyst(e),0.0,0.0
EX_ac(e),5.468424318352461,4.784259268376514
EX_acald(e),8.78732637061327e-05,0.0
EX_adocbl(e),1.8961459854939695e-23,-3.5226623119556556e-11
EX_akg(e),3.515313018582954e-05,0.0
EX_ala_D(e),-0.999912051187106,-1.0
EX_ala_L(e),-0.9999120477032019,-1.0
EX_alaasp(e),3.714708770089228e-23,0.0
EX_alagln(e),3.675249941012679e-23,0.0
EX_alaglu(e),3.7162937596923437e-23,0.0
EX_alagly(e),3.7162937596923437e-23,0.0
EX_alahis(e),0.0,0.0
EX_alaleu(e),0.0,0.0
EX_alathr(e),3.6761301682850405e-23,0.0
EX_asn_L(e),-0.22494136582562582,-0.225
EX_asp_L(e),-0.22494137828498062,-0.225
EX_biomass(e),0.0,0.0
EX_btn(e),0.0,-2.510293568229691e-23
EX_butso3(e),0.0,0.0
EX_ca2(e),-2.622897073531268e-26,-1.5911903902649813e-06
EX_cbl1(e),-6.583476871798827e-45,-3.522662307743445e-11
EX_cbl2(e),0.0,0.0
EX_cd2(e),8.507562601210447e-31,0.0
EX_cgly(e),3.9386175654834156e-36,-0.06228691166064119
EX_chol(e),0.0,0.0
EX_cit(e),4.6595848860454733e-23,-2.549780559950958e-23
EX_cl(e),4.231915954213746e-29,1.7053458442965312e-29
EX_co2(e),3.2437880297726402,2.4763544376301483
EX_cobalt2(e),-0.0012283660292326244,-0.0012288742814846865
EX_cu2(e),0.0,0.0
EX_cys_L(e),0.0545725565200076,-0.0078031409606234454
EX_drib(e),-0.17873897913855846,-0.17878295
EX_ethso3(e),0.0,0.0
EX_etoh(e),4.682367629130377,1.4274134236495122
EX_fe2(e),-3.171946455174385e-09,-2.5260739997855346e-06
EX_fe3(e),0.0,0.0
EX_fecrm(e),0.0,0.0
EX_for(e),9.288527844801179,6.2699780173903426
EX_fru(e),-0.14897113974277562,-0.14898579
EX_fum(e),-0.9999413863086773,-1.0
EX_gal(e),-4.405174484444355e-35,-4.405174484444355e-35
EX_glc_D(e),0.0,0.0
EX_gln_L(e),-2.4860377231863087e-36,-0.06282330675699564
EX_glu_L(e),-0.17994137720308565,-0.18
EX_gly(e),-0.44991203465867197,-0.45
EX_glyasn(e),3.682742374265101e-23,0.0
EX_glyasp(e),3.714708770089228e-23,0.0
EX_glyc(e),-1.7996108929064298,-1.79965486
EX_glyc3p(e),-0.9999780253862205,-1.0
EX_glycys(e),0.0,0.0
EX_glygln(e),3.675249941012679e-23,0.0
EX_glyglu(e),3.717382966294961e-23,0.0
EX_glyleu(e),4.8062204321436414e-23,0.0
EX_glymet(e),3.604844659748394e-23,0.0
EX_glyphe(e),0.0,0.0
EX_glypro(e),0.0,0.0
EX_glytyr(e),3.6849016587528345e-23,0.0
EX_h(e),7.877726632009951,6.496916114591403
EX_h2(e),0.5344000022568556,-1.0
EX_h2o(e),-4.698097063075615,-7.757821926455807
EX_hexs(e),0.0,0.0
EX_hg2(e),0.0,0.0
EX_his_L(e),-0.030340346075012233,-0.03050581707027282
EX_hxan(e),-0.022731000002274515,-0.022961543585403674
EX_ile_L(e),-0.08811618064215776,-0.08822574325789141
EX_ind3ac(e),0.0,0.0
EX_isetac(e),0.0,0.0
EX_isoprene(e),8.786742127794288e-06,0.0
EX_k(e),-2.8105580789184402e-09,-2.96597930002877e-07
EX_lac_D(e),8.789040575942773e-05,0.0
EX_lac_L(e),8.7882423963493e-05,0.0
EX_leu_L(e),-0.08036896164057519,-0.08059512183523337
EX_lys_L(e),-0.07099857724951276,-0.07118538248448768
EX_mal_L(e),5.859987923202175e-05,0.0
EX_met_D(e),0.0,0.0
EX_met_L(e),-2.777945420616209e-35,-8.786967013653673e-05
EX_metala(e),3.604844659748394e-23,0.0
EX_metsox_R_L(e),0.0,0.0
EX_metsox_S_L(e),-0.03250998076804281,-0.032670546094165476
EX_mg2(e),-0.0013755337397004645,-0.0013901040777268695
EX_mn2(e),-1.0054823813258551e-07,-5.007933544215329e-06
EX_mops(e),0.0,0.0
EX_mso3(e),0.0,0.0
EX_n2o(e),-1.8463115328927024e-52,0.0
EX_na1(e),2.9245915842051445e-27,-1.1038023811228633e-09
EX_nac(e),0.9987716339707674,0.9987599145123419
EX_nh4(e),4.935863189761587,4.809868533912137
EX_nmn(e),-0.9999882805888389,-1.0
EX_no(e),1.1353260753159817e-23,0.0
EX_no2(e),1.0,0.99995605944187
EX_no3(e),-0.99995605944187,-1.0
EX_o2(e),1.1912960829446489e-23,0.0
EX_oaa(e),3.515428734465091e-05,0.0
EX_orn(e),-0.999824135675656,-1.0
EX_pb(e),0.0,0.0
EX_phe_L(e),0.9130261358751233,0.9125975871390787
EX_pi(e),0.5473291744098367,-0.33958647622538485
EX_pime(e),0.0,-2.510293568229691e-23
EX_ppa(e),2.9660496185389427,0.16422609525644738
EX_ppi(e),1.113894415840312,0.6704365169890422
EX_pro_L(e),-0.03210758272378482,-0.03224813893237671
EX_ptrc(e),0.9598891011139207,0.9595359120696242
EX_pydx(e),-0.0012291373216266174,-0.0012300805850251274
EX_pyr(e),4.394060246759931e-05,0.0
EX_rib_D(e),-0.1787536359017136,-0.17878295
EX_ser_D(e),0.0,0.0
EX_ser_L(e),-0.9999560511725998,-1.0
EX_so4(e),0.0,0.0
EX_succ(e),0.00017592355091766875,0.0
EX_sulfac(e),0.0,0.0
EX_taur(e),0.0,0.0
EX_thr_L(e),-0.2249560542490534,-0.225
EX_tyr_L(e),-0.9999120916148022,-1.0
EX_ura(e),-0.03957152460284385,-0.03963664613956041
EX_urea(e),0.0,0.0
EX_val_L(e),-0.07311381941267463,-0.0733023854895284
EX_xan(e),-0.01764929538656194,-0.017884149388757396
EX_zn2(e),-2.789873429065501e-07,-4.5136957375159476e-07
12PPDSDH_REV_CPLX_12PPDSDH-0,0.0,0.0
12PPDSDH_FWD_CPLX_12PPDSDH-0,-7.671508280181932e-57,-1.2699078832077203e-23
23DHMPO_REV_450749.3.peg.1294-MONOMER_mod_mg2(1),0.2879394529024689,0.0
23DHMPO_FWD_450749.3.peg.1294-MONOMER_mod_mg2(1),0.2879394529024689,0.0
26DAPLLAT_REV_450749.3.peg.1471-MONOMER,0.5055948845599945,0.0
26DAPLLAT_FWD_450749.3.peg.1471-MONOMER,0.3194143921890801,0.0
2AHBUTI_REV_450749.3.peg.1294-MONOMER_mod_mg2(1),0.2879394529024689,0.0
2AHBUTI_FWD_450749.3.peg.1294-MONOMER_mod_mg2(1),0.2879394529024689,0.0
2MBCOATA_REV_450749.3.peg.98-MONOMER,0.6969038134355326,-2.1454055201819864e-34
2MBCOATA_FWD_450749.3.peg.98-MONOMER,0.6969038134355326,0.0
3HAD100_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD100_FWD_450749.3.peg.1821-MONOMER,0.0,-3.012160704413856e-23
3HAD10M11_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD10M11_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD10M12_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD10M12_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD11M12_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD11M12_FWD_450749.3.peg.1821-MONOMER,3.2791181557198563e-25,3.2791181557198563e-25
3HAD120_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD120_FWD_450749.3.peg.1821-MONOMER,7.109444743375689e-25,-2.941066256980099e-23
3HAD12M13_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD12M13_FWD_450749.3.peg.1821-MONOMER,3.182444537089784e-25,3.182444537089784e-25
3HAD12M14_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD12M14_FWD_450749.3.peg.1821-MONOMER,1.5363847879663204e-25,1.5363847879663204e-25
3HAD13M14_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD13M14_FWD_450749.3.peg.1821-MONOMER,-2.89574646113858e-25,-2.89574646113858e-25
3HAD140_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD140_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD14M15_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD14M15_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD14M16_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD14M16_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD15M16_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD15M16_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD160_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD160_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD180_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD180_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD40_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD40_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD4M5_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD4M5_FWD_450749.3.peg.1821-MONOMER,-1.120021660997258e-58,-1.120021660997258e-58
3HAD4M6_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD4M6_FWD_450749.3.peg.1821-MONOMER,7.205393118996362e-25,7.205393118996362e-25
3HAD5M6_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD5M6_FWD_450749.3.peg.1821-MONOMER,-2.9993765646191528e-25,-2.9993765646191528e-25
3HAD60_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD60_FWD_450749.3.peg.1821-MONOMER,0.0,-3.012160704413856e-23
3HAD6M7_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD6M7_FWD_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD6M8_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD6M8_FWD_450749.3.peg.1821-MONOMER,-5.422195123736301e-33,-5.422195123736301e-33
3HAD7M8_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD7M8_FWD_450749.3.peg.1821-MONOMER,3.99950568232756e-25,3.99950568232756e-25
3HAD80_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD80_FWD_450749.3.peg.1821-MONOMER,-1.1853388983704292e-26,-3.0133460433122265e-23
3HAD8M10_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD8M10_FWD_450749.3.peg.1821-MONOMER,-1.120021660997258e-58,-1.120021660997258e-58
3HAD8M9_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD8M9_FWD_450749.3.peg.1821-MONOMER,-3.0865695106785284e-25,-3.0865695106785284e-25
3HAD9M10_REV_450749.3.peg.1821-MONOMER,0.0,0.0
3HAD9M10_FWD_450749.3.peg.1821-MONOMER,3.0976655379841207e-23,3.5840693151912256e-57
3MOBS_REV_450749.3.peg.1715-MONOMER,0.5375758504291839,0.0
3MOBS_FWD_450749.3.peg.1715-MONOMER,0.5375758504291839,0.0
